1623663278.3635573,3
1623663278.364552,4
1623663278.36655,5
1623663278.367545,6
1623663278.925824,0
1623663278.9278207,2
1623663278.9288201,3
1623663278.9308114,4
1623663278.9328067,5
1623663278.9338036,6
1623663279.00362,7
1623663279.5076475,2
1623663279.5096443,3
1623663279.5116367,4
1623663279.512634,5
1623663279.5136337,6
1623663279.515628,7
1623663280.0783944,1
1623663280.0793948,2
1623663280.081389,3
1623663280.0823848,4
1623663280.083383,5
1623663280.08438,6
1623663280.0853772,7
1623663280.1422312,8
1623663280.1432369,9
1623663280.1442218,11
1623663280.1452622,12
1623663280.1472147,13
1623663280.148214,14
1623663280.2034369,15
1623663280.2044358,16
1623663280.7710345,10
1623663280.7730336,11
1623663280.7760234,12
1623663280.7790232,13
1623663280.7800114,16
1623663280.8488297,17
1623663280.8508286,20
1623663281.4162197,14
1623663281.4181533,15
1623663281.4201474,16
1623663281.4231374,17
1623663281.4261286,18
1623663281.427126,20
1623663281.494996,21
1623663281.4979866,22
1623663281.4999795,23
1623663281.502044,24
1623663281.5049715,25
1623663282.012126,20
1623663282.0151181,21
1623663282.0171084,22
1623663282.0181057,23
1623663282.0201008,24
1623663282.021098,25
1623663282.5352862,19
1623663282.5382798,21
1623663282.540276,22
1623663282.5422685,23
1623663282.54526,24
1623663282.5472546,25
1623663282.6150782,26
1623663283.1192846,20
1623663283.1202853,21
1623663283.1228876,22
1623663283.1251843,23
1623663283.1271837,24
1623663283.1291776,25
1623663283.1301796,26
1623663283.1986418,27
1623663283.2016344,28
1623663283.20524,30
1623663283.2072387,32
1623663283.2102306,33
1623663283.2744913,34
1623663283.2754893,35
1623663283.8363836,29
1623663283.83839,30
1623663283.8413713,31
1623663283.8443735,32
1623663283.8473544,34
1623663283.8503468,35
1623663283.9146085,36
1623663283.9185944,37
1623663283.9205983,38
1623663283.9226286,39
1623663284.4814231,33
1623663284.4844172,34
1623663284.4854126,35
1623663284.486411,36
1623663284.4874084,37
1623663284.488406,38
1623663284.4894032,39
1623663284.5462542,40
1623663284.5472517,41
1623663284.549269,42
1623663284.550243,43
1623663284.551239,44
1623663284.5522525,45
1623663284.5532346,46
1623663284.6088698,47
1623663284.611862,48
1623663284.612862,50
1623663284.6138577,51
1623663284.6138577,52
1623663284.6148539,53
1623663284.6737328,54
1623663284.6737328,55
1623663285.176118,49
1623663285.1771562,50
1623663285.1803572,51
1623663285.1811042,52
1623663285.1830995,53
1623663285.1846921,54
1623663285.185699,55
1623663285.2383015,56
1623663285.2422888,57
1623663285.2452776,58
1623663285.2462766,59
1623663285.2472725,60
1623663285.2482722,62
1623663285.3006673,63
1623663285.3016648,65
1623663285.30266,66
1623663285.868199,61
1623663285.870203,62
1623663285.87241,63
1623663285.8734112,64
1623663285.8744082,65
1623663285.8754058,66
1623663285.8754058,67
1623663285.9313815,68
1623663285.9343731,69
1623663285.93537,70
1623663285.9363685,71
1623663285.9373662,72
1623663285.9383647,74
1623663285.9944978,75
1623663285.9955049,76
1623663285.9984872,78
1623663285.9994857,79
1623663286.5017512,73
1623663286.5037427,74
1623663286.5047379,75
1623663286.5067337,77
1623663286.5097396,78
1623663286.5117433,79
1623663286.5655758,80
1623663286.5675735,81
1623663286.568569,82
1623663287.1315508,76
1623663287.1345432,77
1623663287.1374936,79
1623663287.1384919,80
1623663287.1404867,81
1623663287.1424787,82
1623663287.2108238,83
1623663287.2138162,84
1623663287.718225,79
1623663287.720221,80
1623663287.722216,81
1623663287.7242272,83
1623663287.7262037,84
1623663288.2872617,78
1623663288.2912505,79
1623663288.2952423,80
1623663288.2962368,81
1623663288.2982316,82
1623663288.2992291,83
1623663288.300227,84
1623663288.3672826,85
1623663288.3703184,86
1623663288.3732655,87
1623663288.375263,89
1623663288.3762581,90
1623663288.446048,92
1623663288.4490716,93
1623663288.4510345,94
1623663289.0079937,88
1623663289.009985,89
1623663289.0119798,90
1623663289.0129776,91
1623663289.0149722,92
1623663289.017961,94
1623663289.0867844,95
1623663289.089776,96
1623663289.092765,98
1623663289.0947592,99
1623663289.6044388,93
1623663289.6064224,94
1623663289.609415,95
1623663289.6124055,96
1623663289.6153984,97
1623663289.617391,98
1623663289.6183877,99
1623663289.6822236,100
1623663289.6852138,101
1623663289.686209,103
1623663289.6882062,104
1623663289.6901994,105
1623663289.6911964,106
1623663289.7620206,108
1623663290.2667332,102
1623663290.2697244,103
1623663290.2707217,104
1623663290.271719,105
1623663290.2727163,106
1623663290.2727163,108
1623663290.3291574,109
1623663290.3301582,110
1623663290.3311522,112
1623663290.332152,113
1623663290.8350434,107
1623663290.8370368,108
1623663290.8390326,109
1623663290.8400295,110
1623663290.84103,111
1623663290.8420577,112
1623663290.8440204,113
1623663290.897878,114
1623663290.9008703,115
1623663290.9018679,116
1623663290.9028654,117
1623663290.9038625,118
1623663290.90486,119
1623663290.9617107,120
1623663290.9637067,121
1623663290.964702,122
1623663290.9657009,123
1623663290.967695,124
1623663290.9686923,125
1623663290.9696891,126
1623663291.0255432,127
1623663291.0265417,128
1623663291.0295324,129
1623663291.0305293,130
1623663291.0315275,131
1623663291.033521,132
1623663291.034518,133
1623663291.0883772,134
1623663291.092373,135
1623663291.093365,136
1623663291.094363,137
1623663291.0953584,138
1623663291.0963578,139
1623663291.0983517,140
1623663291.151872,141
1623663291.155029,144
1623663291.155923,145
1623663291.1579278,146
1623663291.1599164,147
1623663291.2147713,148
1623663291.7198162,142
1623663291.7217891,143
1623663291.7237878,145
1623663291.724785,146
1623663291.72578,147
1623663291.7277737,148
1623663291.7836263,149
1623663291.7856212,150
1623663292.2866228,144
1623663292.2886329,145
1623663292.2916117,146
1623663292.292609,147
1623663292.2936058,148
1623663292.2946038,149
1623663292.2946038,150
1623663292.3484485,151
1623663292.3511906,152
1623663292.3548949,155
1623663292.3548949,156
1623663292.3558805,157
1623663292.411161,158
1623663292.414151,159
1623663292.9766183,153
1623663292.9786122,154
1623663292.981641,155
1623663292.9855936,157
1623663292.9875882,158
1623663292.9915905,159
1623663293.0544171,160
1623663293.0554163,161
1623663293.0594025,162
1623663293.6190164,156
1623663293.6220057,157
1623663293.6249998,158
1623663293.6289873,159
1623663293.6322868,161
1623663293.634256,162
1623663293.6979296,163
1623663293.699919,165
1623663293.7019181,166
1623663294.262543,160
1623663294.2655737,161
1623663294.2685258,162
1623663294.2705207,163
1623663294.2735121,164
1623663294.2765045,166
1623663294.3424776,167
1623663294.345464,168
1623663294.3474596,169
1623663294.90911,165
1623663294.9121022,166
1623663294.913099,167
1623663294.913099,168
1623663294.9140968,169
1623663294.9150937,171
1623663294.9739392,172
1623663294.9759326,173
1623663294.977929,174
1623663294.9789252,176
1623663295.538192,170
1623663295.539189,172
1623663295.541183,173
1623663295.5441754,174
1623663295.5451725,175
1623663295.5461695,176
1623663295.600062,177
1623663296.104225,172
1623663296.1072173,173
1623663296.1082163,174
1623663296.109213,176
1623663296.1112084,177
1623663296.6718102,171
1623663296.6728067,172
1623663296.6757982,173
1623663296.676797,174
1623663296.677793,175
1623663296.6787918,176
1623663296.6797893,177
1623663296.7346532,178
1623663296.7366498,179
1623663296.7376456,180
1623663296.740643,181
1623663296.741638,182
1623663296.7446263,183
1623663296.7456243,184
1623663296.8134449,185
1623663296.816438,186
1623663296.817434,187
1623663296.819429,188
1623663296.820427,189
1623663296.8224206,190
1623663296.8234208,191
1623663296.8922374,192
1623663296.8942337,193
1623663296.896227,194
1623663296.896227,195
1623663296.8972242,196
1623663296.8982217,197
1623663296.9002583,198
1623663296.9686346,199
1623663296.970629,200
1623663296.9726248,202
1623663296.9736238,203
1623663296.9746244,204
1623663296.9766147,205
1623663297.032471,206
1623663297.536492,201
1623663297.5374882,202
1623663297.540484,203
1623663297.541478,204
1623663297.542476,205
1623663297.5444713,206
1623663297.5454664,207
1623663297.6153467,208
1623663297.6183405,209
1623663297.6213315,210
1623663297.623325,212
1623663297.6253204,213
1623663297.6283126,214
1623663297.6944764,215
1623663297.6974628,216
1623663297.7014122,217
1623663298.2126777,212
1623663298.2156644,213
1623663298.2196174,214
1623663298.2216117,215
1623663298.2236066,216
1623663298.2266011,217
1623663298.7352645,211
1623663298.7392547,212
1623663298.7402515,213
1623663298.7422473,214
1623663298.744262,215
1623663298.7452376,216
1623663298.7462363,217
1623663298.815066,218
1623663298.8180647,219
1623663298.8220778,220
1623663298.824041,221
1623663298.8270383,222
1623663298.8290288,223
1623663298.8320196,224
1623663298.892531,225
1623663298.8935268,226
1623663298.8955193,227
1623663298.8975136,228
1623663298.898524,229
1623663298.9015527,230
1623663298.971136,232
1623663298.9741294,233
1623663298.9774616,234
1623663298.9814513,237
1623663299.4893165,231
1623663299.49231,232
1623663299.4943037,233
1623663299.4963267,234
1623663299.5002897,236
1623663299.5032806,237
1623663299.5692918,238
1623663299.571284,239
1623663299.57328,240
1623663300.1341531,235
1623663300.137146,236
1623663300.1391401,237
1623663300.140138,238
1623663300.143131,239
1623663300.1461217,240
1623663300.149131,241
1623663300.21381,242
1623663300.216801,243
1623663300.2187958,245
1623663300.2207894,246
1623663300.2237847,247
1623663300.2277746,248
1623663300.2936015,249
1623663300.294597,250
1623663300.8598928,244
1623663300.8618875,245
1623663300.8628845,246
1623663300.8638825,247
1623663300.86488,248
1623663300.865877,249
1623663300.8678732,250
1623663300.9237251,251
1623663300.926717,252
1623663300.926717,253
1623663300.927717,254
1623663300.928712,255
1623663300.9297087,256
1623663300.9868577,258
1623663300.9888525,259
1623663300.9898493,260
1623663300.9918833,261
1623663300.9928403,262
1623663300.9938378,263
1623663301.5526667,257
1623663301.5546606,258
1623663301.5566552,259
1623663301.558652,260
1623663301.5596478,261
1623663301.5616422,262
1623663301.5626402,263
1623663301.6304638,264
1623663301.6334546,265
1623663301.635449,266
1623663301.6384425,267
1623663301.6404366,268
1623663301.6434286,269
1623663301.645427,270
1623663301.7102535,271
1623663301.713247,272
1623663301.715243,273
1623663301.7182314,274
1623663301.7212236,275
1623663301.7232194,276
1623663301.7890491,277
1623663301.7910423,278
1623663301.7920415,279
1623663301.7950306,280
1623663301.7970264,281
1623663301.8000185,282
1623663301.802015,283
1623663301.8662732,284
1623663301.8682718,285
1623663301.870227,286
1623663301.8732173,287
1623663301.874216,288
1623663301.8772106,289
1623663301.8792038,290
1623663301.944033,292
1623663301.9460285,293
1623663301.948021,294
1623663301.9500172,295
1623663301.9520156,296
1623663301.9540055,297
1623663302.464784,291
1623663302.4657815,292
1623663302.4687703,293
1623663302.4707658,294
1623663302.4727607,295
1623663302.4747546,296
1623663302.476749,297
